Unnamed: 0,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,energy_dance,happy_dance,energy_loudness,acoustic_energy,dance_tempo,happiness_score,dancefloor_potential,chill_factor,energy_level,dance_category,tempo_category,mood,speech_to_music_ratio,energy_acoustic_ratio
266,0.074,0.523,215867,0.722,0.00336,6,0.122,-6.533,1,0.0307,129.424,4.0,0.496,1,Jumpin' Jack Flash,Ananda Shankar,0.377606,0.259408,-4.716826,0.053427999999999996,67.68875200000001,0.4725000000000001,0.5735584429722248,0.18062498729287388,High,Moderate,Fast,Neutral,7.041284403669725,9.626666666666667
267,0.0962,0.654,252095,0.292,0.0031,2,0.106,-12.977,1,0.474,153.547,4.0,0.111,1,River,Ibeyi,0.190968,0.072594,-3.789284,0.028090399999999998,100.419738,0.33440000000000003,0.5207857298373301,0.3968660973874148,Low,Moderate,Very_Fast,Sad,115.60975609756099,3.0041152263374484
268,0.455,0.847,191541,0.654,0.0622,5,0.0674,-6.443,0,0.113,119.998,4.0,0.624,1,You Know You Like It - Bondax Remix,AlunaGeorge,0.553938,0.528528,-4.213722,0.29757,101.638306,0.508,0.6405680849740288,0.3293767408762834,Medium,Very_Danceable,Medium,Neutral,1.787974683544304,1.4342105263157894
269,0.015,0.836,229715,0.537,0.00103,4,0.0805,-9.854,0,0.261,160.188,4.0,0.43,1,Batuque (Jeremy Sole & Atropolis Remix),Dom La Nena,0.448932,0.35947999999999997,-5.291598,0.008055,133.91716799999998,0.6255000000000001,0.6760288482473329,0.25638528006506045,Medium,Very_Danceable,Very_Fast,Neutral,128.57142857142856,33.5625
270,0.172,0.413,273545,0.555,0.000309,11,0.256,-9.699,0,0.0427,121.976,4.0,0.542,1,Mykonos (feat. Fleet Foxes),Rhythms Del Mundo,0.229215,0.22384600000000002,-5.382945,0.09546,50.376087999999996,0.39150000000000007,0.46674655531709747,0.30114292975500656,Medium,Moderate,Fast,Neutral,32.62032085561497,3.2080924855491335
271,0.123,0.473,153973,0.865,0.968,0,0.897,-6.391,1,0.0332,100.018,4.0,0.554,1,So Destroyed (channeling Rage Peace),Prince Rama,0.409145,0.262042,-5.528215,0.106395,47.308513999999995,0.45200000000000007,0.5473945911480204,0.1478481244281793,High,Moderate,Medium,Neutral,0.034262125902992775,6.975806451612903
272,0.00593,0.609,207301,0.641,0.585,8,0.105,-5.309,1,0.0266,84.957,4.0,0.0844,1,Bitch,Allie X,0.390369,0.051399600000000004,-3.4030690000000003,0.0038011300000000002,51.73881299999999,0.343735,0.48878339709495816,0.1724921693605774,Medium,Moderate,Slow,Sad,0.04539249146757679,92.49639249639249
273,0.174,0.544,181400,0.427,0.0248,9,0.133,-8.33,0,0.0298,139.939,4.0,0.189,1,Locket,Kilo Kish,0.23228800000000002,0.102816,-3.55691,0.07429799999999999,76.126816,0.2795000000000001,0.5026657646729495,0.330559418521907,Medium,Moderate,Fast,Sad,1.1550387596899225,2.44
274,0.0059,0.379,325500,0.674,1.04e-05,8,0.0957,-5.762,0,0.0305,99.797,3.0,0.0647,1,Apathy,Shlohmo,0.255446,0.0245213,-3.883588,0.0039766,37.823063,0.21889999999999998,0.4519649777611894,0.16608723187963806,Medium,Not_Danceable,Medium,Sad,30.18606492478226,97.68115942028986
275,0.000304,0.316,245880,0.748,0.0139,2,0.608,-8.187,1,0.0413,79.337,4.0,0.239,1,It All Feels Right,Washed Out,0.236368,0.075524,-6.123875999999999,0.000227392,25.070492,0.277348,0.4158583869864079,0.16420705662295412,High,Not_Danceable,Slow,Sad,2.771812080536913,573.6196319018404
276,0.29,0.857,222573,0.484,3.04e-06,10,0.112,-6.232,0,0.148,107.434,4.0,0.729,1,Last Chance to Dance,Ekkah,0.414788,0.624753,-3.016288,0.14035999999999998,92.070938,0.6479999999999999,0.5628109390065628,0.32889844464775847,Medium,Very_Danceable,Medium,Happy,147.5514436114213,1.6632302405498283
277,0.00412,0.389,215560,0.884,0.172,9,0.31,-4.602,1,0.0741,128.604,4.0,0.399,1,The Righteous One,The Orwells,0.343876,0.15521100000000002,-4.068168,0.0036420800000000002,50.026956000000006,0.39194,0.5812977356847377,0.08370168547321337,High,Not_Danceable,Fast,Neutral,0.42832369942196535,172.65625
278,0.00492,0.519,282659,0.793,0.93,10,0.235,-9.83,0,0.0777,164.032,4.0,0.222,1,The New International Sound,GENER8ION,0.411567,0.115218,-7.795190000000001,0.00390156,85.132608,0.36804,0.6631680663120899,0.16744796990952523,High,Moderate,Very_Fast,Sad,0.08345864661654136,133.9527027027027
279,0.384,0.478,281774,0.6,0.808,5,0.0987,-11.025,0,0.0356,143.98,4.0,0.0635,1,Like Lust,MOVEMENT,0.2868,0.030352999999999998,-6.615,0.2304,68.82243999999999,0.07874999999999999,0.5461879412770986,0.37028931584832775,Medium,Moderate,Very_Fast,Sad,0.044004944375772556,1.5584415584415583
280,0.00978,0.706,362413,0.643,0.00955,2,0.103,-9.357,0,0.0859,160.026,4.0,0.808,1,Rhythm of Devotion,Sisyphus,0.453958,0.570448,-6.016551,0.0062885400000000004,112.978356,0.7521100000000001,0.6677139280271221,0.214259593371963,Medium,Very_Danceable,Very_Fast,Happy,8.14218009478673,59.64749536178107
281,0.0621,0.736,190440,0.539,0.0312,1,0.12,-8.316,1,0.0936,147.73,4.0,0.761,1,Zion Gate Dub,King Tubby,0.396704,0.560096,-4.482324000000001,0.033471900000000006,108.72927999999999,0.7174499999999999,0.6191444278560542,0.25578376537562264,Medium,Very_Danceable,Very_Fast,Happy,2.906832298136646,8.541996830427893
282,0.081,0.651,253587,0.77,6.54e-05,0,0.114,-8.08,0,0.0274,112.923,4.0,0.738,1,Enjoy The Silence - Remastered Version Original,Depeche Mode,0.50127,0.48043800000000003,-6.2216000000000005,0.06237,73.512873,0.654,0.6001479580728438,0.18268465995730399,High,Moderate,Medium,Happy,25.718040172705088,9.390243902439025
283,0.0269,0.869,270520,0.658,0.299,8,0.115,-5.025,1,0.036,109.998,4.0,0.244,1,Fried Neck Bones And Some Home Fries - Dan The Automator Remix,Willie Bobo,0.571802,0.212036,-3.3064500000000003,0.0177002,95.588262,0.54305,0.6297952318745919,0.17092844363118834,Medium,Very_Danceable,Medium,Sad,0.12,23.584229390681003
284,0.428,0.624,238427,0.852,0.656,1,0.114,-10.184,1,0.153,135.223,4.0,0.517,1,Archangel,Burial,0.531648,0.322608,-8.676768,0.364656,84.379152,0.35650000000000004,0.6618314204845883,0.2924066280370031,High,Moderate,Fast,Neutral,0.2328767123287671,1.986013986013986
285,0.699,0.386,328966,0.509,0.872,2,0.131,-12.745,0,0.034,129.982,4.0,0.254,1,"Lone Wolf and Cub (feat. Herbie Hancock, Flying Lotus, Miguel Atwood-Ferguson & Mono/poly)",Thundercat,0.196474,0.098044,-6.487204999999999,0.35579099999999997,50.173052,-0.02949999999999997,0.4579765015085067,0.5231076547727965,Medium,Not_Danceable,Fast,Sad,0.038946162657502864,0.7271428571428572
286,0.22,0.234,207186,0.747,0.000176,11,0.157,-3.332,0,0.0577,81.805,4.0,0.365,1,Skyscraper,Elephant,0.174798,0.08541,-2.489004,0.16434,19.142370000000003,0.1895,0.3929893937980156,0.18841791196502997,High,Not_Danceable,Slow,Neutral,49.064625850340136,3.3800904977375565
287,0.516,0.525,216520,0.797,5e-06,1,0.152,-11.168,0,0.0656,100.518,4.0,0.769,1,I Want You - Single Version,Marvin Gaye,0.41842500000000005,0.403725,-8.900896,0.411252,52.771950000000004,0.389,0.5430332338029922,0.35007634441394736,High,Moderate,Medium,Happy,65.27363184079603,1.5415860735009672
288,0.00564,0.521,208613,0.888,0.0226,8,0.0633,-5.197,1,0.0357,81.971,4.0,0.264,1,"The New International Sound, Pt. 2 (feat. M.I.A.)",GENER8ION,0.462648,0.137544,-4.614936,0.00500832,42.706891000000006,0.38968,0.5359787564927997,0.08892361085696854,High,Moderate,Slow,Sad,1.5127118644067798,133.73493975903614
289,0.504,0.719,181459,0.697,0.0,2,0.295,-5.647,1,0.31,117.123,4.0,0.668,1,Suede (feat. Anderson Paak & Knxwledge),NxWorries,0.5011429999999999,0.480292,-3.935959,0.351288,84.211437,0.4415,0.6066458897079406,0.3232848429399207,Medium,Very_Danceable,Medium,Neutral,310.0,1.38019801980198
290,0.825,0.722,196507,0.605,0.0178,5,0.248,-6.07,1,0.153,165.998,4.0,0.69,1,Bam Bam,Sister Nancy,0.43681,0.49817999999999996,-3.6723500000000002,0.499125,119.85055599999998,0.2935,0.6719898758981059,0.4652516010978957,Medium,Very_Danceable,Very_Fast,Happy,8.138297872340425,0.7324455205811138
291,0.0453,0.806,218280,0.696,5.71e-06,11,0.0785,-5.109,1,0.0502,127.023,4.0,0.131,1,Alright,Logic,0.560976,0.10558600000000001,-3.5558639999999997,0.031528799999999996,102.380538,0.44585,0.65455768094305,0.1652490291755617,Medium,Very_Danceable,Fast,Sad,49.91498543317657,15.032397408207341
292,0.259,0.763,156484,0.491,0.902,9,0.14,-8.587,0,0.0316,93.024,4.0,0.475,1,Rainy Streets,Blue In Green,0.374633,0.362425,-4.216216999999999,0.127169,70.977312,0.4895,0.5057985910236074,0.34017200365965233,Medium,Very_Danceable,Medium,Neutral,0.03499446290143965,1.8884615384615384
293,0.00403,0.736,168451,0.68,5.49e-06,9,0.116,-6.438,1,0.342,149.902,4.0,0.601,1,Hazelton Trump,OB OBrien,0.50048,0.44233599999999995,-4.37784,0.0027404,110.32787199999999,0.666485,0.670366691549252,0.170335912371658,Medium,Very_Danceable,Very_Fast,Neutral,340.13267163273633,135.1888667992048
294,0.0141,0.651,256667,0.824,6.02e-06,0,0.129,-9.368,1,0.0617,141.226,4.0,0.731,1,Free Stress Test,Professor Murder,0.536424,0.475881,-7.719232,0.0116184,91.938126,0.6839500000000001,0.673167630866847,0.15547808274880556,High,Moderate,Very_Fast,Happy,61.33078865231307,54.56953642384106
295,0.127,0.479,278147,0.609,0.0,11,0.0815,-8.678,0,0.236,107.699,5.0,0.522,1,I'm Ya Dogg,Snoop Dogg,0.291711,0.250038,-5.284902000000001,0.077343,51.587821,0.43699999999999994,0.47899275294703125,0.25776374911050115,Medium,Moderate,Medium,Neutral,235.99999999999997,4.7578125
296,0.379,0.535,293213,0.374,0.0464,9,0.0914,-8.83,1,0.0317,121.93,3.0,0.339,1,Hot Dreams,Timber Timbre,0.20009000000000002,0.18136500000000003,-3.30242,0.141746,65.23255,0.24750000000000005,0.4469904668595068,0.4216422689844464,Medium,Moderate,Fast,Neutral,0.6687763713080169,0.9842105263157894
297,0.0861,0.356,242253,0.567,0.0,0,0.137,-7.011,0,0.0798,135.553,5.0,0.116,1,The Hills,The Weeknd,0.20185199999999998,0.041296,-3.975237,0.04881869999999999,48.256868,0.19294999999999998,0.47813959130353645,0.24118419233506147,Medium,Not_Danceable,Fast,Sad,79.8,6.509758897818599
298,0.26,0.753,200213,0.9,0.000102,11,0.165,-1.866,0,0.0322,119.72,4.0,0.967,1,"When They Fight, They Fight",Generationals,0.6777,0.728151,-1.6794000000000002,0.234,90.14916,0.73,0.6906943329911979,0.1358483277421978,High,Very_Danceable,Medium,Happy,29.21960072595281,3.4482758620689653
299,0.032,0.694,273949,0.789,0.00129,4,0.127,-5.201,0,0.0378,109.014,4.0,0.549,1,The River,Son Little,0.547566,0.381006,-4.1035889999999995,0.025248000000000003,75.655716,0.6054999999999999,0.6132157164629405,0.13075094032733556,High,Moderate,Medium,Neutral,16.50655021834061,23.90909090909091
300,0.0356,0.483,229893,0.804,1.6e-06,8,0.0736,-3.452,1,0.0501,73.048,4.0,0.803,1,Rill Rill,Sleigh Bells,0.388332,0.387849,-2.775408,0.028622400000000003,35.282184,0.6252,0.4779662063388386,0.10917112940937272,High,Moderate,Slow,Happy,50.019968051118205,21.9672131147541
301,0.0453,0.878,372096,0.43,0.751,11,0.101,-8.445,0,0.0658,119.999,4.0,0.138,1,Awake,Santé,0.37754,0.12116400000000001,-3.63135,0.019479,105.359122,0.48535,0.5762366955926721,0.28782847412829116,Medium,Very_Danceable,Medium,Sad,0.0875,9.287257019438444
302,0.19,0.703,228040,0.412,5.26e-06,6,0.221,-9.827,0,0.0288,152.219,4.0,0.815,1,Johnny Was,Bob Marley & The Wailers,0.28963599999999995,0.5729449999999999,-4.048724,0.07828,107.00995699999999,0.6639999999999999,0.5745374949457248,0.3561108061400833,Medium,Very_Danceable,Very_Fast,Happy,28.649304657501542,2.157068062827225
303,0.407,0.688,192040,0.488,0.0,11,0.43,-14.195,0,0.357,69.77,4.0,0.708,1,Monster Mash,"Bobby ""Boris"" Pickett",0.335744,0.4871039999999999,-6.92716,0.198616,48.00175999999999,0.49449999999999994,0.4345939317595098,0.44751458778082753,Medium,Moderate,Slow,Happy,357.0,1.196078431372549
304,0.854,0.316,659560,0.308,0.888,2,0.585,-15.944,1,0.0411,103.459,4.0,0.0933,1,Night on Bald Mountain,Modest Mussorgsky,0.097328,0.0294828,-4.9107520000000005,0.263032,32.693044,-0.22235,0.31608372989953654,0.6742943986987902,Medium,Not_Danceable,Medium,Sad,0.04623172103487064,0.36023391812865496
305,0.153,0.725,230400,0.918,0.0328,10,0.113,-4.912,0,0.0676,125.009,4.0,0.191,1,Feel The Volume,Jauz,0.66555,0.138475,-4.509216,0.140454,90.631525,0.38149999999999995,0.6976425616621568,0.1251463860933211,High,Very_Danceable,Fast,Sad,1.9999999999999996,5.961038961038962
306,0.321,0.749,308947,0.422,0.155,1,0.11,-11.004,0,0.0733,98.82,4.0,0.587,1,Water Me (feat. Leon Ware),Theophilus London,0.31607799999999997,0.43966299999999997,-4.643688,0.135462,74.01617999999999,0.5075,0.4893990700133744,0.40840916946223443,Medium,Very_Danceable,Medium,Neutral,0.4698717948717949,1.31055900621118
307,0.00079,0.771,248991,0.248,0.1,5,0.341,-20.815,0,0.0802,139.937,4.0,0.281,1,Kathy Lee,Jessy Lanza,0.19120800000000002,0.21665100000000004,-5.162120000000001,0.00019592,107.89142700000001,0.525605,0.5186618767689963,0.45940819457151577,Low,Very_Danceable,Fast,Sad,0.794059405940594,138.54748603351956
308,0.0259,0.69,225533,0.548,0.00243,10,0.106,-9.587,0,0.352,121.509,4.0,0.693,1,Love Buzz,Shocking Blue,0.37812,0.47816999999999993,-5.2536760000000005,0.014193200000000001,83.84120999999999,0.67855,0.5558387297440205,0.25363770458473106,Medium,Moderate,Fast,Happy,102.62390670553935,20.37174721189591
309,0.058,0.648,201848,0.887,0.0,1,0.0382,-4.536,0,0.188,102.128,4.0,0.464,1,Beautiful Life (feat. Action Bronson & Joey Bada$$),Statik Selektah,0.5747760000000001,0.30067200000000005,-4.023432,0.051446000000000006,66.178944,0.527,0.6171629964853349,0.09999074921215817,High,Moderate,Medium,Neutral,188.0,15.033898305084746
310,0.0498,0.403,274480,0.742,0.0,11,0.418,-5.889,0,0.338,90.336,4.0,0.734,1,Auditorium,Mos Def,0.299026,0.295802,-4.369638,0.036951599999999994,36.405408,0.5436,0.4642399147771454,0.15934494256378975,High,Moderate,Medium,Happy,338.0,14.606299212598426
311,0.0803,0.664,472013,0.727,0.000253,0,0.38,-8.738,1,0.263,77.92,4.0,0.527,1,Disco Devil,"Lee ""Scratch"" Perry",0.482728,0.349928,-6.352525999999999,0.058378099999999995,51.73888,0.55535,0.522103807035551,0.20347369116600586,High,Moderate,Slow,Neutral,209.89624900239426,8.942189421894218
312,0.118,0.704,288347,0.894,0.000115,6,0.386,-7.415,1,0.243,98.946,4.0,0.408,1,Frontier Psychiatrist,The Avalanches,0.6293759999999999,0.287232,-6.62901,0.105492,69.657984,0.49699999999999994,0.6319773412957606,0.14692446884212662,High,Very_Danceable,Medium,Neutral,217.93721973094168,7.512605042016808
313,0.00189,0.554,252140,0.749,0.39,10,0.124,-7.365,1,0.0266,168.045,4.0,0.824,1,Had Ten Dollaz,Cherry Glazerr,0.41494600000000004,0.456496,-5.5163850000000005,0.0014156099999999999,93.09693,0.6880550000000001,0.6679691455942272,0.15604618379587273,High,Moderate,Very_Fast,Happy,0.0680306905370844,259.16955017301035
314,0.0174,0.446,241800,0.752,0.0,6,0.128,-6.088,1,0.368,96.318,4.0,0.585,1,Sometimes,Heems,0.335392,0.26091,-4.578176,0.013084799999999999,42.957828,0.5067999999999999,0.4935353021678952,0.1472345837145471,High,Moderate,Medium,Neutral,368.0,40.869565217391305
315,0.124,0.612,265133,0.628,0.85,1,0.231,-7.82,1,0.0447,172.176,4.0,0.373,1,VHS Sex,Com Truise,0.384336,0.228276,-4.91096,0.077872,105.37171199999999,0.4305,0.6549996112096047,0.2417082443834502,Medium,Moderate,Very_Fast,Neutral,0.05252643948296122,5.024
316,0.00838,0.587,235440,0.866,3.55e-05,9,0.15,-6.444,1,0.0816,107.986,3.0,0.42,1,Ambling Alp,Yeasayer,0.508342,0.24653999999999998,-5.5805039999999995,0.00725708,63.387782,0.4993099999999999,0.6012173338309851,0.10984690657720847,High,Moderate,Medium,Neutral,78.80251086431676,92.32409381663113
317,0.429,0.551,141493,0.952,0.000686,7,0.0721,-4.886,1,0.0944,136.958,4.0,0.628,1,All Day And All Of The Night,The Kinks,0.524552,0.346028,-4.651472,0.408408,75.463858,0.375,0.6742041771640074,0.20554874453593572,High,Moderate,Fast,Neutral,55.990510083036774,2.213953488372093
318,0.419,0.331,133093,0.957,0.0,7,0.102,-6.101,0,0.0504,143.299,4.0,0.561,1,Strychnine,The Sonics,0.316767,0.18569100000000002,-5.8386569999999995,0.400983,47.431969,0.23650000000000007,0.6148641099810271,0.21290007115990642,High,Not_Danceable,Very_Fast,Neutral,50.4,2.2785714285714285
319,0.106,0.912,194040,0.317,0.000208,6,0.0723,-12.719,0,0.0378,99.346,4.0,0.949,1,Who Is He (And What Is He to You?),Bill Withers,0.289104,0.865488,-4.031923,0.033602,90.60355200000001,0.8775,0.5097549220864048,0.3891766798820779,Medium,Very_Danceable,Medium,Happy,31.29139072847682,2.9626168224299065
320,0.0211,0.697,236456,0.905,0.893,6,0.119,-7.787,0,0.0339,119.977,4.0,0.311,1,Acamar,Frankey,0.6307849999999999,0.216767,-7.047235,0.0190955,83.623969,0.49345,0.6741939286491866,0.11473944291958926,High,Moderate,Medium,Sad,0.03791946308724832,40.95022624434389
321,0.00799,0.883,382015,0.333,0.804,5,0.257,-17.848,0,0.053,121.099,4.0,0.964,1,It Looks Like Love,Goody Goody,0.294039,0.851212,-5.943384,0.0026606700000000004,106.930417,0.919505,0.5477083761002769,0.4033132265934736,Medium,Very_Danceable,Fast,Happy,0.06583850931677018,37.04115684093437
322,0.00236,0.733,232375,0.87,0.00102,0,0.327,-6.199,1,0.0624,118.449,4.0,0.657,1,Freak Connection - Edit,Cerrone,0.63771,0.48158100000000004,-5.39313,0.0020532000000000003,86.823117,0.6938200000000001,0.6715569033622594,0.10401630985056416,High,Very_Danceable,Medium,Neutral,30.891089108910887,258.92857142857144
323,0.0602,0.803,446307,0.579,0.000627,10,0.226,-11.156,0,0.059,108.567,4.0,0.726,1,"I'll Be Good - 12"" Mix",Rene & Angela,0.464937,0.582978,-6.459324,0.03485579999999999,87.179301,0.7343999999999999,0.578680103262729,0.27068768933617965,Medium,Very_Danceable,Medium,Happy,36.263060848186846,9.46078431372549
324,0.219,0.698,223191,0.515,0.0,4,0.124,-13.029,1,0.0605,85.023,4.0,0.712,1,Here I Come (Broader Than Broadway),Barrington Levy,0.35947,0.4969759999999999,-6.709935,0.112785,59.346053999999995,0.5954999999999999,0.47657836459208114,0.3639947138355189,Medium,Moderate,Slow,Happy,60.5,2.340909090909091
325,0.0138,0.677,144280,0.905,0.0,6,0.219,-4.597,1,0.0721,89.988,4.0,0.742,1,Swords,M.I.A.,0.612685,0.5023340000000001,-4.160285000000001,0.012489,60.921876000000005,0.7026,0.6092300861559516,0.07987752363525465,High,Moderate,Slow,Happy,72.1,61.148648648648646
326,0.0169,0.648,197800,0.862,0.0,1,0.0937,-4.527,0,0.0777,127.857,4.0,0.176,1,Hands On The Wheel,ScHoolboy Q,0.558576,0.114048,-3.9022740000000002,0.014567799999999999,82.851336,0.40355,0.6588456035582096,0.0945325912371658,High,Moderate,Fast,Sad,77.7,48.15642458100559
327,0.315,0.65,190734,0.448,0.0,5,0.0931,-9.979,1,0.0947,85.045,4.0,0.193,1,Kush High,Eighty4 Fly,0.2912,0.12545,-4.470592,0.14112,55.279250000000005,0.264,0.43828779820223324,0.387322659347362,Medium,Moderate,Slow,Sad,94.7,1.4177215189873418
328,0.518,0.672,248372,0.527,0.26,9,0.0946,-12.702,0,0.111,87.996,4.0,0.356,1,Métele,Buscabulla,0.354144,0.239232,-6.693954000000001,0.272986,59.133312000000004,0.255,0.4776910671518771,0.4563371962996848,Medium,Moderate,Slow,Neutral,0.42528735632183906,1.0154142581888246
329,0.0567,0.838,194828,0.537,0.799,8,0.0991,-11.689,1,0.116,121.986,4.0,0.357,1,What I Might Do,Ben Pearce,0.450006,0.299166,-6.276993,0.030447900000000003,102.224268,0.5691499999999999,0.6024326615035303,0.28893934126258003,Medium,Very_Danceable,Fast,Neutral,0.145,9.306759098786829
330,0.0286,0.76,479547,0.391,0.00691,1,0.0582,-8.73,1,0.0353,116.873,4.0,0.965,1,Atomic Bomb,William Onyeabor,0.29716000000000004,0.7333999999999999,-3.4134300000000004,0.011182600000000001,88.82348,0.8482000000000001,0.5178265683804547,0.2981590322252719,Medium,Very_Danceable,Medium,Happy,4.462705436156763,13.20945945945946
331,0.00909,0.646,279200,0.621,0.000124,0,0.249,-11.358,1,0.0747,90.986,4.0,0.408,1,World Restart,Kindness,0.401166,0.26356799999999997,-7.053318,0.0056448900000000005,58.776956000000006,0.522455,0.5061701502286088,0.24170449425637894,Medium,Moderate,Medium,Neutral,66.45907473309609,61.546085232903856
332,0.0445,0.808,237853,0.687,0.3,9,0.0933,-8.668,1,0.0397,109.953,4.0,0.458,1,Swingin' Party,Kindness,0.555096,0.37006400000000006,-5.954916,0.0305715,88.84202400000001,0.61075,0.6190410873689777,0.20416209210125033,Medium,Very_Danceable,Medium,Neutral,0.1318936877076412,15.0989010989011
333,0.119,0.716,263817,0.647,1.38e-05,1,0.121,-4.008,1,0.0345,131.04,4.0,0.159,1,Antidote,Travis Scott,0.463252,0.113844,-2.593176,0.07699299999999999,93.82463999999999,0.378,0.6160332026997605,0.19495659245704988,Medium,Very_Danceable,Fast,Sad,34.030380745709216,5.391666666666667
334,0.0111,0.846,233387,0.501,0.00257,11,0.0883,-6.076,1,0.0334,118.001,4.0,0.825,1,Pieces,Tanlines,0.423846,0.69795,-3.044076,0.0055611,99.828846,0.8299499999999999,0.5853526795434045,0.22867926197011282,Medium,Very_Danceable,Medium,Happy,9.355742296918768,41.404958677685954
335,0.388,0.704,745653,0.942,0.0147,2,0.302,-5.115,0,0.171,131.69,4.0,0.584,1,Zombie,Fela Kuti,0.663168,0.41113599999999995,-4.81833,0.365496,92.70975999999999,0.4499999999999999,0.7116301048178905,0.19754335671444548,High,Very_Danceable,Fast,Neutral,10.891719745222932,2.42159383033419
336,2.84e-06,0.305,97560,0.827,0.00245,5,0.335,-5.789,1,0.147,159.882,4.0,0.463,1,Time-Out,Terror Train,0.252235,0.141215,-4.787502999999999,2.34868e-06,48.76401,0.38399858000000003,0.5951006656091568,0.11339598580461524,High,Not_Danceable,Very_Fast,Neutral,42.608695652173914,824.6579713613337
337,0.0115,0.82,349720,0.616,0.445,4,0.082,-8.427,0,0.0361,127.86,4.0,0.972,1,Let's Lovedance Tonight - Danny Krivit Re-edit - Dk Re-Edit,Gary's Gang,0.50512,0.79704,-5.191032,0.007084,104.84519999999999,0.8902499999999999,0.6341847687474729,0.21437882484497303,Medium,Very_Danceable,Fast,Happy,0.08094170403587443,49.279999999999994
338,0.136,0.185,105858,0.89,0.0,2,0.777,-4.182,1,0.0524,163.315,4.0,0.322,1,I'm a Dildo,No Parents,0.16465,0.05957,-3.7219800000000003,0.12104000000000001,30.213275,0.1855,0.5827742527448602,0.1213920910846803,High,Not_Danceable,Very_Fast,Sad,52.4,6.4963503649635035
339,0.00328,0.562,238457,0.801,0.0,11,0.605,-3.069,0,0.267,169.988,4.0,0.634,1,Do It (High School Dropout),Tayyib Ali,0.45016200000000006,0.356308,-2.458269,0.00262728,95.53325600000001,0.5963600000000001,0.6917462442847812,0.0955043326217342,High,Moderate,Very_Fast,Neutral,267.0,187.1495327102804
340,0.376,0.565,217648,0.86,0.000121,11,0.119,-5.449,1,0.0285,95.019,4.0,0.782,1,Cadillac Girl,Only Real,0.48589999999999994,0.44183,-4.68614,0.32336,53.685735,0.4855,0.566676775216945,0.2242720341567551,High,Moderate,Medium,Happy,25.423728813559322,2.2811671087533156
341,0.196,0.464,199053,0.772,0.0088,2,0.0716,-5.046,0,0.0397,107.651,4.0,0.627,1,Today,Tom Scott,0.358208,0.290928,-3.895512,0.151312,49.950064,0.4475,0.5282327765854872,0.18950859001728163,High,Moderate,Medium,Neutral,4.051020408163265,3.9187817258883246
342,0.248,0.576,235187,0.602,0.000609,0,0.144,-6.591,0,0.315,141.345,4.0,0.57,1,"The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track",Hermitude,0.34675199999999995,0.32831999999999995,-3.967782,0.14929599999999998,81.41471999999999,0.44899999999999995,0.5743989611520637,0.2792145979465284,Medium,Moderate,Very_Fast,Neutral,195.77377252952144,2.4176706827309236
343,0.0686,0.388,220467,0.598,0.0,4,0.657,-9.485,0,0.0296,154.78,4.0,0.641,1,I Choose You,Willie Hutch,0.232024,0.248708,-5.6720299999999995,0.0410228,60.05464,0.48019999999999996,0.536515955957824,0.25016746975703974,Medium,Not_Danceable,Very_Fast,Neutral,29.6,8.591954022988507
344,0.602,0.637,156430,0.498,0.119,1,0.305,-9.367,1,0.0231,92.227,4.0,0.931,1,The Way You’d Love Her,Mac Demarco,0.317226,0.593047,-4.664766,0.299796,58.748599000000006,0.48300000000000004,0.46458259463158225,0.46010125038121386,Medium,Moderate,Medium,Happy,0.1925,0.8258706467661692
345,0.0893,0.636,235813,0.72,0.0178,11,0.0868,-6.195,1,0.0432,124.944,4.0,0.444,1,Shooting Stars,Bag Raiders,0.45792,0.282384,-4.4604,0.064296,79.46438400000001,0.49535,0.6018495381170104,0.18295564704686385,High,Moderate,Fast,Neutral,2.297872340425532,7.973421926910298
346,0.000141,0.688,324437,0.587,0.92,2,0.0421,-8.521,1,0.046,125.012,4.0,0.757,1,Bloom - Lane 8 Remix,ODESZA,0.40385599999999994,0.520816,-5.0018270000000005,8.2767e-05,86.00825599999999,0.7224295,0.5749817268514198,0.2212147340652638,Medium,Moderate,Fast,Happy,0.049945711183496194,514.4609991235758
347,0.0469,0.766,237867,0.82,0.0,2,0.336,-5.851,1,0.124,117.012,4.0,0.401,1,Pacifier,Young Thug,0.62812,0.30716600000000005,-4.79782,0.03845799999999999,89.631192,0.56005,0.6630967777052036,0.1319919792619701,High,Very_Danceable,Medium,Neutral,124.0,17.118997912317326
348,0.133,0.402,206920,0.794,0.0,11,0.133,-3.982,0,0.125,195.058,3.0,0.706,1,Powerful,Major Lazer,0.319188,0.283812,-3.1617080000000004,0.10560200000000002,78.413316,0.48750000000000004,0.6848144536717365,0.15035895089966447,High,Moderate,Very_Fast,Happy,125.0,5.925373134328358
349,0.157,0.599,218342,0.524,0.0,1,0.238,-8.036,1,0.13,83.013,4.0,0.44,1,Unbreakable,Janet Jackson,0.313876,0.26356,-4.210864,0.08226800000000001,49.724787,0.44099999999999995,0.4426710211190943,0.28957070244993394,Medium,Moderate,Slow,Neutral,130.0,3.3164556962025316
